age,income,insurance,invested,em1_ps,em2_ps,em3_ps,em1,em2,em3,converted
38.5,8704.54,10647.75,12345.27,0.057449962935507776,0.06981037778548342,0.0,0,0,0,0
43.5,2587.64,119.37,2333.69,0.19273263423723072,0.01319661542713969,0.9557661636023937,0,0,1,1
44.2,3091.35,8789.64,2085.5,0.16142969996936818,0.01179314367945178,0.9450900100358515,0,0,1,1
39.9,703.1800000000001,10128.33,1676.56,0.7019966908774783,0.009480658339593228,0.0,1,0,0,0
43.3,2687.87,65702.17,5896.36,0.1855723218687335,0.03334290130221639,0.953641784749533,0,0,1,1
45.4,1462.53,30078.82,5283.24,0.33999307314621774,0.02987581319253264,0.9796129149856351,1,0,1,1
45.0,4143.52,120537.5,6926.48,0.12053631618482634,0.039168052664996,0.922789224865597,0,0,1,0
44.8,1815.24,6924.78,5037.75,0.27429269575507875,0.028487609480296428,0.9721372124495425,0,0,1,1
40.5,4816.42,1457.78,9716.76,0.1037311299058101,0.05494660598357702,0.9085270824921552,0,0,1,1
39.2,8573.51,54853.29,11687.91,0.05832695482384246,0.06609312008750959,0.0,0,0,0,0
41.7,1068.12,34609.54,4170.53,0.46437316810744633,0.023583629589769374,0.9879724506870903,1,0,1,0
43.5,2223.21,88824.83,4666.54,0.22418402210271313,0.026388480798805517,0.963490272006545,0,0,1,1
45.8,23707.33,22186.64,29422.88,0.021109037147098764,0.16638132404855824,0.5081334906005297,0,0,0,1
35.3,3388.74,20097.17,5742.91,0.14730458934781712,0.032475167954044794,0.0,1,0,0,0
42.3,3506.48,16122.08,3468.68,0.14237248612248612,0.019614788596519203,0.9362913131069067,0,0,1,1
42.4,1417.8200000000002,52628.25,2729.65,0.35063943634351663,0.015435701100271183,0.9805605452212074,0,0,1,1
39.0,2086.88,89622.72,1767.5,0.2387594902903361,0.009994908392918255,0.0,1,0,0,0
51.5,5313.65,11307.55,14452.64,0.09404262113399642,0.08172719255209396,0.8979882727844031,0,0,1,1
35.0,3694.0,1143.14,11453.32,0.13516468682505398,0.06476655399987469,0.0,1,0,0,0
44.5,2861.88,9910.92,7472.6,0.17432831455353287,0.042256267302359804,0.9499536358501384,0,0,1,1
40.7,1628.49,9584.16,3611.48,0.3055557250883435,0.020422298027075767,0.9760953861577314,0,0,1,1
41.3,2292.56,18489.27,3175.6,0.2174319018831214,0.017957471622376923,0.9620203959869311,0,0,1,0
41.8,12960.97,10839.23,21738.94,0.03859773016204648,0.12292996540828648,0.7359030199752654,1,0,1,1
35.9,7212.76,36428.58,19685.1,0.06931560788396679,0.11131585358157574,0.0,0,0,0,0
42.9,2452.65,1679.28,5020.11,0.2032972610805433,0.02838785831534532,0.9586272820434563,0,0,1,1
42.4,3736.97,74287.0,7870.42,0.13361462728551335,0.04450587095546913,0.9314060683518843,0,0,0,1
36.4,10832.01,64944.63,19825.2,0.046176862039418884,0.11210809497668062,0.0,0,0,0,0
45.4,4622.39,58.22,15421.28,0.10807596078913907,0.08720468509281043,0.9126395560910836,0,0,1,0
44.2,721.28,3441.19,1116.42,0.6846214856142654,0.0063131630144394905,0.995323738338754,1,0,1,1
46.7,1483.3200000000002,15016.96,4556.73,0.33525968981865906,0.025767524142156942,0.97917227010535,1,0,1,0
41.2,1418.9,21332.94,6813.62,0.35037441388480645,0.03852984878311495,0.9805376545780756,0,0,1,1
41.5,2717.1,35185.33,10935.34,0.1835832936085952,0.06183746622088527,0.9530222537321816,0,1,1,1
35.9,1766.06,37075.03,5438.51,0.28188799927930364,0.030753838327564276,0.0,0,0,0,0
33.9,2224.24,35718.76,1630.22,0.22408067172729879,0.0092186136126185,0.0,1,0,0,0
45.6,6227.8,79093.12,5544.86,0.08026066882554746,0.03135522927952289,0.8786128270262193,0,0,1,0
45.5,2841.61,152499.48,9784.61,0.17556748643748618,0.05533028605965029,0.9503832593096564,0,0,1,1
38.7,4060.41,19949.39,6462.91,0.12299743760456563,0.03654664407449806,0.0,0,0,0,0
46.1,541.15,6053.75,1534.34,0.908373401070489,0.008676428709244805,0.9991416008825615,1,0,1,1
38.7,2333.63,35430.59,5030.78,0.2136216040927962,0.02844819532951926,0.0,1,0,0,0
42.1,565.8,7158.82,586.09,0.8694859326154916,0.0033142381103284076,0.9986191431481205,1,0,1,1
37.5,1414.26,90041.71,1253.07,0.3515158749104798,0.007085895253133848,0.0,1,0,0,0
46.1,5708.32,6113.24,12313.48,0.08755193833153793,0.06963061080510952,0.8896232263725643,0,0,0,0
43.4,527.72,83756.04,1158.59,0.9310607751246001,0.006551627108883259,0.9994262502689121,1,0,1,1
43.9,4840.83,2526.74,13013.28,0.103209141528357,0.07358785940107229,0.908009711567299,0,0,1,0
42.2,3972.18,2811.88,8896.53,0.1257225941569693,0.050308346458189,0.9264207830083604,0,0,1,1
46.3,3548.29,1206.67,9012.81,0.14069960570948403,0.05096588985164219,0.9354051484871511,0,0,1,1
36.5,852.55,26833.1,1659.97,0.5804301199930438,0.00938684474398445,0.0,1,0,0,0
44.7,3998.59,30983.5,11247.69,0.12489428951327024,0.06360375172952913,0.9258610220036307,0,1,1,1
41.8,2299.2200000000003,7637.51,4859.6,0.21680480855007314,0.0274802018818815,0.9618792370209523,0,1,1,1
45.0,2191.99,64.81,4955.73,0.2273625220822983,0.02802380049224146,0.9641519811533705,0,0,1,0
38.4,898.96,41284.45,1021.12,0.5507943143812709,0.00577425791127394,0.0,0,0,0,0
38.2,767.3299999999999,177.96,2764.95,0.644063653789253,0.015635316526732293,0.0,0,0,0,0
49.0,826.4100000000001,27.14,2378.19,0.5985700792673448,0.013448255270695483,0.9930955037902031,1,0,1,1
45.6,11039.75,913.96,10118.22,0.04530871739179619,0.057216793210406416,0.7766233546025559,0,0,0,0
38.0,1417.08,14790.9,2165.01,0.350821257392718,0.012242759049364614,0.0,0,0,0,0
39.2,7014.43,7569.53,6761.86,0.07127268689416792,0.038237154888677925,0.0,0,0,0,0
40.8,17905.32,3630.47,29998.31,0.027945356264917398,0.16963528169299216,0.6311073242639758,0,0,0,0
39.9,7052.73,9296.18,11744.7,0.07088618706930606,0.06641425776651035,0.0,0,0,0,0
43.8,2959.8,39372.53,3921.4,0.168580375782881,0.022174842303813096,0.9478782175395314,1,0,1,1
46.5,4173.530000000001,65822.54,4410.17,0.11967166483806735,0.024938752558526903,0.9221531617170949,0,1,1,1
47.0,4418.01,23576.63,8245.74,0.11306433363971626,0.046628240979814294,0.9169713983533574,0,0,1,1
44.3,2825.05,276.29,6561.05,0.17659300541436657,0.03710160888902762,0.950734249171009,0,0,1,1
48.9,5918.9,18480.71,12522.38,0.08444230801666414,0.07081190436283546,0.8851599748626826,0,1,1,1
39.7,2546.26,44969.04,7246.32,0.19585253456221197,0.04097669283494846,0.0,0,0,0,0
50.7,1179.0700000000002,252.51,2146.74,0.42104333638894254,0.012139445342808109,0.9856208610061074,0,0,1,1
42.4,3671.9,16029.7,4058.85,0.13597599065699773,0.02295209840486351,0.9327852296005689,1,0,1,1
42.0,3000.7,65810.81,4161.5,0.16629023150762282,0.023532566493425357,0.9470113404061182,0,0,1,1
39.2,1440.6799999999998,60443.69,2300.9,0.34511401549618115,0.013011193618820714,0.0,0,0,0,0
49.5,855.77,7560.15,977.54,0.5782713653741756,0.005527820509427616,0.9924732174176599,1,0,1,1
42.7,579.76,73684.11,631.83,0.8489046391752577,0.0035728899405360914,0.9983232603906034,1,0,1,1
40.3,4017.91,2329.13,13876.34,0.12429523003244859,0.07846831520734783,0.9254515338320527,0,0,1,1
38.7,4942.7,13911.33,6540.22,0.10108627617259272,0.03698381882293173,0.0,0,0,0,0
43.2,3102.48,11358.9,9195.77,0.16085243921246078,0.05200049717247293,0.9448541092413554,0,0,0,0
39.7,4240.99,10086.18,3014.74,0.11777256591993865,0.017047835999132323,0.0,0,0,0,0
40.2,7631.1,4047.13,3587.49,0.06552067110756304,0.02028663870467344,0.8488698274829725,0,0,1,1
38.4,9605.93,894.35,11388.62,0.05206464689322821,0.06440068663182841,0.0,0,0,0,0
41.7,1109.04,30198.18,4875.21,0.4473924077780955,0.027568473746104105,0.9871051496528782,0,0,1,1
38.0,1415.6799999999998,23574.97,4467.11,0.3511657594972224,0.025260738461719414,0.0,1,0,0,0
41.4,2521.8,173784.95,5610.74,0.19774468757405797,0.03172776934454437,0.9571616450318297,0,0,1,0
42.6,1636.23,2245.66,3180.19,0.3041191085085316,0.017983427282644814,0.975931336548621,0,0,1,1
42.6,2163.35,38929.94,5496.33,0.23035866289368948,0.031080800479348452,0.9647590070971591,0,0,1,1
43.3,774.01,18718.58,1074.51,0.6385760385709366,0.006076169175261439,0.994206123882889,1,0,1,0
40.8,2347.26,21959.15,3239.85,0.2123864147357525,0.018320794317847926,0.9608610273023908,0,1,1,0
42.1,3084.77,14557.48,2659.42,0.16177292658258932,0.015038562533688637,0.9452294733986353,0,0,1,1
40.8,8262.48,100637.88,4696.1,0.0605199408158134,0.026555637512861906,0.8354877031677047,1,0,1,1
43.9,5206.74,90.63,7368.98,0.09596989690879745,0.041670314030691234,0.9002542345040414,0,0,0,0
44.8,2813.42,95508.12,11045.38,0.17732041283266392,0.0624597234879612,0.9509807474854735,0,0,1,0
45.6,1245.47,263768.45,2129.94,0.3987749607716632,0.012044444233330868,0.9842135103543069,0,0,1,1
43.2,1220.87,35513.17,1166.05,0.4067448227676359,0.006593812125353511,0.984734908336751,0,0,1,0
37.5,626.31,7117.21,2769.01,0.7868020304568528,0.015658275128189295,0.0,1,0,0,0
39.4,1418.4299999999998,847.15,3481.28,0.35048969848014955,0.019686039428627136,0.0,1,0,0,1
42.7,1661.98,85034.47,1946.48,0.2994353999449754,0.011007009498527596,0.9753855642702495,1,0,1,1
37.9,1127.98,38317.03,1017.6,0.4399462204959665,0.005754352916907279,0.0,1,0,0,0
41.5,3180.47,20370.72,8213.63,0.1569204537262535,0.046446664454497966,0.9432011080766879,0,0,1,1
41.0,3877.45,368.37,11160.5,0.12878622233083384,0.06311070728099813,0.9284285891415691,0,0,1,1
42.4,8295.970000000001,9859.57,12155.95,0.06027592201753677,0.06873980575892202,0.8347778812802228,0,0,0,0
47.9,5206.14,16884.33,6015.94,0.09598093609450666,0.03401910562788834,0.9002669515280034,0,1,1,1
45.7,5334.39,6809.83,5594.07,0.09367766948145624,0.03163350336269998,0.8975486876561147,0,0,0,0
44.4,9871.52,74563.43,33157.42,0.05066528226426703,0.1874995052025548,0.8013840361078701,0,0,1,1
44.2,1627.02,89609.47,2591.11,0.3058301059241793,0.014652281236760633,0.9761265428664384,0,0,1,1
40.8,3630.6,3765.79,5961.88,0.13751854089985166,0.03371340562917764,0.9336605847499568,0,0,1,1
43.3,884.29,1040.32,1152.2,0.5598295854812197,0.006515492758314237,0.9918687348786637,1,0,1,1
42.1,2136.94,23462.62,3516.5,0.23319235749485312,0.019885202468852642,0.9653187681018889,0,0,1,1
37.8,1332.8400000000001,19724.16,1127.44,0.37282922760716086,0.006375479218394205,0.0,0,0,0,0
48.5,814.29,39285.12,214.24,0.6073711921775103,0.001211490338952649,0.9933523876742365,0,0,1,1
40.5,3099.72,17165.06,3188.59,0.16099520214038562,0.018030927837383436,0.9449126075515808,0,0,0,0
34.5,5685.94,539.93,14876.86,0.08789593991509742,0.08412608366295325,0.0,1,0,0,1
43.5,1547.45,13875.21,3552.54,0.32145494237375194,0.020089002467993108,0.9778130321942059,0,0,1,0
47.7,2835.51,29377.45,4691.93,0.17594385540729077,0.02653205688033095,0.9505125490532705,1,0,1,1
44.6,1147.45,34067.38,2099.43,0.4325456823188906,0.011871915432726659,0.9862910481689076,1,0,1,1
42.2,1049.21,41505.8,2715.15,0.47266358890116217,0.01535370609506761,0.9883732488922943,1,0,1,1
35.4,746.37,137990.85,950.2,0.6619114983407591,0.005373217513409294,0.0,1,0,0,0
43.8,678.56,5846.88,1381.0,0.7270971302428256,0.0078093173921471625,0.9962291904448521,1,0,1,1
47.8,4582.7,12331.89,8747.52,0.10900995057373658,0.04946572054609352,0.9134807872261733,0,0,1,1
44.6,1232.13,4685.5,4414.15,0.4030576509705103,0.024961258773748295,0.9844962521870632,0,0,1,1
43.6,825.9,52151.43,1538.02,0.5989352793396339,0.008697238476082678,0.9931063132605707,0,0,1,1
40.7,2658.03,4491.78,11694.75,0.18764781505455333,0.0661317991106539,0.9542742447412457,0,0,1,0
43.5,7466.77,10620.01,10545.32,0.06696073304381436,0.05963197022574751,0.8523528083957792,0,0,1,1
42.5,976.36,37955.97,3103.53,0.5075732998094001,0.017549928172375443,0.9899173075516868,0,0,1,0
47.9,13678.01,83930.06,24508.75,0.036575806125214695,0.13859276439883184,0.7207053285390153,0,0,0,0
43.4,3056.08,46976.04,3424.47,0.1632866722329489,0.019364788653067483,0.9458375590944208,1,0,1,0
40.9,3022.06,9417.12,8490.87,0.1651187641405513,0.048014408953990284,0.9465586143530691,0,0,1,1
45.4,6514.76,2584.61,16553.45,0.07673079163065001,0.09360691164738483,0.8725306983659684,0,0,1,0
42.6,1641.24,4978.81,6265.99,0.3031963857464693,0.03543309535555409,0.9758251493985378,0,0,1,1
42.7,557.45,38847.62,652.46,0.8822803771257378,0.0036895490410429675,0.9987961217315924,1,0,1,0
44.8,9296.95,5477.34,17181.33,0.053793133088713266,0.09715746501753789,0.8135620702043308,0,0,1,1
39.2,3756.16,38707.99,7775.61,0.132933810565669,0.043969736717996664,0.0,1,0,0,0
43.4,2214.56,87.86,2227.56,0.22505574136008918,0.012596468537328988,0.963673609101998,1,0,1,1
38.1,2490.85,4624.14,2894.69,0.20019193474218766,0.016368973904326192,0.0,0,0,0,1
41.8,864.4,8642.86,869.0,0.5725640439158279,0.004914045484269287,0.9922903042230058,1,0,1,1
47.8,2947.32,22248.08,3354.6,0.16929179121637156,0.018969685824545165,0.9481427316379422,1,0,1,1
49.7,3331.86,40582.68,6344.41,0.1498117814630176,0.035876546963006795,0.9399923909806627,0,0,0,0
40.2,5345.91,19668.55,10365.49,0.09347617865124694,0.05861506251638486,0.8973045207960434,0,0,1,0
44.5,7428.32,53782.27,7989.75,0.06730686499101948,0.04518066157415481,0.8531677576813474,0,0,1,1
35.9,6219.02,48234.12,16590.89,0.08037379876770341,0.09381862840564839,0.0,0,0,0,1
42.5,8837.25,2083.62,2461.45,0.05658820537455141,0.01391907624540234,0.8233054300632566,0,0,1,1
48.0,10667.3,16060.6,30064.03,0.04688919483389996,0.1700069169855424,0.784517447227,0,0,1,1
47.6,1052.98,137168.9,1877.91,0.47098722459500647,0.010619257946333872,0.9882933435917327,0,0,1,0
44.2,2140.35,218492.39,5438.4,0.23282256376868882,0.030753216296490315,0.9652464930157045,0,0,0,0
41.8,2023.04,26975.48,4486.44,0.24625683705190257,0.02537004628589769,0.9677328831506851,0,0,1,1
42.4,3225.34,1635.35,7496.28,0.154744169082693,0.04239017362809915,0.9422500866347258,0,0,1,1
33.8,1731.16,24227.28,6622.61,0.287538192928852,0.03744972009732637,0.0,1,0,0,0
39.4,5373.86,1070.41,17259.19,0.09299090243802774,0.09759774992134133,0.0,0,0,0,0
33.6,2077.94,16438.07,5579.59,0.2397817944960104,0.031551621454055316,0.0,0,0,0,0
40.7,25531.7,29390.74,28918.78,0.01960127947630737,0.16353072528144644,0.46946589559111385,0,0,0,0
36.0,4217.35,5240.65,6562.73,0.11843116846251196,0.03711110899997534,0.0,0,0,0,0
32.4,8665.060000000001,2538.02,16556.87,0.05771141640518912,0.09362625115895698,0.0,0,0,0,0
35.0,4005.22,6011.61,14284.33,0.12468806192437774,0.08077542846065856,0.0,0,0,0,0
40.9,4073.97,18365.67,7924.17,0.12258904938087205,0.04480981795751686,0.9242633398931982,0,0,1,1
38.9,2369.8599999999997,66346.73,7576.48,0.21036951753464492,0.04284369082929409,0.0,0,0,0,0
44.4,3692.46,25483.18,12976.44,0.13522090718063126,0.07337953553957577,0.9323494595794692,0,0,1,1
45.3,1844.86,162835.99,1839.65,0.2699125540472057,0.010402904229155343,0.971509415366616,0,0,1,0
42.1,13210.66,7087.26,20578.71,0.03786875995600825,0.11636906438157331,0.7306108304534573,0,0,1,1
38.4,14098.68,11769.35,35762.12,0.03548524737962729,0.202228635551089,0.0,0,1,0,1
48.5,24202.6,31557.94,72985.68,0.020677250687658494,0.41272146285422684,0.4976362231710536,0,1,1,1
39.3,11185.51,23156.9,9410.99,0.0447188203127861,0.05321752924281175,0.0,0,0,0,0
44.2,8937.12,57000.61,17222.85,0.055956553617253366,0.09739225347381734,0.821188681424773,1,0,1,1
35.2,860.1600000000001,40280.47,809.43,0.5753539578928012,0.004577187383581229,0.0,0,0,0,0
45.1,9438.55,84505.21,24728.03,0.052986966254081315,0.13983275507062765,0.8105608525492864,0,0,0,0
42.8,1491.71,5428.32,1078.5,0.3333866059358997,0.0060987319387622845,0.9789944437202807,0,0,1,0
35.9,1393.6799999999998,26708.3,3897.06,0.35666961130742053,0.022037203791629992,0.0,1,0,0,1
35.5,10083.91,44026.16,7435.23,0.04959921378336046,0.04204494638205239,0.0,0,0,0,1
46.8,6283.08,4291.23,10441.2,0.07955563889224354,0.059043189540106414,0.8774411652185156,0,0,1,1
45.6,12782.71,22122.05,29276.94,0.03913557018020419,0.16555605845825414,0.7396812477943913,0,0,1,0
39.6,901.45,30638.7,1386.42,0.5492895935048548,0.007839966559609463,0.0,1,0,0,0
36.2,6632.73,16498.42,13532.24,0.07536810919606848,0.07652248891144788,0.0,0,0,0,1
41.7,5432.36,41218.01,6320.02,0.091991341991342,0.03573862570942644,0.8954722095935109,0,0,1,1
41.5,2788.04,77960.19,9983.41,0.178928821603694,0.056454465855130996,0.9515186775990683,1,0,1,1
42.8,523.64,11266.75,1104.15,0.93817929690428,0.006243778275553433,0.999512726031854,1,0,1,0
45.1,7903.9,946.34,17432.06,0.0632621084421082,0.09857530002820629,0.843087820588226,1,0,1,1
38.1,1024.87,11465.39,1143.51,0.4837805714727454,0.006466352303471544,0.0,0,0,0,0
44.6,853.45,3523.18,2430.28,0.5798251201575076,0.013742815258354387,0.9925223899103132,1,0,1,1
43.3,4530.34,846.97,9676.07,0.11026707250998823,0.05471651103449196,0.9145905595172618,0,0,1,1
38.9,7379.22,1796.82,10007.23,0.06775410665807757,0.05658916385678266,0.0,0,0,0,0
36.5,11533.14,12807.02,17748.16,0.04337208073366519,0.10036279114164416,0.0,0,0,0,0
41.9,4726.54,9624.53,11168.3,0.10569951905821548,0.0631548149389697,0.9104320926816707,0,0,1,1
43.4,11039.21,8728.61,9761.41,0.04531093173177087,0.055199094051324574,0.7766347999241219,0,0,1,1
40.8,1646.14,2862.96,1215.48,0.30229932252104286,0.006873330270678518,0.9757212937028477,0,0,1,1
41.8,4228.530000000001,69203.56,12486.27,0.11811878174744543,0.07060770852573885,0.9209874345205735,0,0,1,1
38.7,6616.37,53256.23,10136.59,0.07555418728504446,0.05732067239975743,0.0,0,0,0,0
42.1,1901.87,54438.57,2377.01,0.2618640388729359,0.013441582573720296,0.9703010861398216,0,0,1,1
36.3,1127.23,101743.57,4276.18,0.4402363637962417,0.024181062162166443,0.0,0,0,0,0
37.4,4972.84,27710.76,6901.58,0.1004748296152395,0.03902724744916366,0.0,0,0,0,0
32.7,1160.65,21022.53,1426.54,0.42766838935634044,0.00806683825676583,0.0,0,0,0,0
46.5,10975.88,11034.25,42643.62,0.045572134412536824,0.24114233405511556,0.7779770818033165,0,0,1,0
42.9,4070.76,105901.8,10068.4,0.12268548015565726,0.05693506968218283,0.9243313759713951,0,0,1,1
42.8,2262.3900000000003,128216.69,7065.92,0.22031869529438164,0.03995656187365712,0.962659850341823,0,0,1,1
37.6,5470.62,28192.02,11758.01,0.09134915392784028,0.06648952352645927,0.0,0,0,0,0
43.0,1981.37,29344.81,3364.98,0.2514098334312559,0.019028382938615033,0.9686160804648496,1,0,1,1
42.9,2160.27,23250.33,5563.28,0.23068558289982352,0.03145939121027116,0.9648242878201644,1,0,1,1
47.7,5500.98,59653.12,13596.16,0.09084591125353386,0.07688394551369701,0.8940178059530509,0,0,0,1
41.3,1671.0,33517.36,6842.43,0.2978286734086853,0.03869276437621254,0.97519438501002,0,0,1,1
39.0,3465.12,8024.63,6684.59,0.14406696747162687,0.037800206333362056,0.0,0,0,0,0
44.6,6952.16,10472.09,14637.97,0.0719101543199237,0.08277520181515452,0.8632599878976323,0,0,1,1
40.4,1928.03,44280.15,4455.67,0.25832933442722766,0.02519604723002777,0.9697466238950762,0,0,1,0
48.1,5877.62,189821.13,13668.12,0.08503436023384661,0.07729086693262453,0.8860349061112719,0,0,1,1
49.5,19218.76,51450.19,39356.44,0.02603652029564049,0.2225538967306273,0.6032689110094456,0,0,0,0
37.0,11351.32,151760.53,7818.18,0.044066182450630736,0.04421046274361847,0.0,0,0,0,0
44.9,1139.17,68196.95,3404.48,0.43566226058807656,0.019251748642445454,0.9864665430995838,1,0,1,1
35.5,6118.0,5728.19,16128.85,0.0816987597911227,0.09120587170190642,0.0,0,0,0,0
38.9,7006.83,62191.41,2772.01,0.07134988306685497,0.01567523961202452,0.0,0,0,0,0
39.4,3840.02,71089.89,3279.93,0.13003828551539992,0.01854743982188649,0.0,0,0,0,0
48.7,8900.38,31254.98,48060.12,0.05618727820811234,0.2717717096196088,0.8219673871920494,0,0,1,1
45.0,11003.52,18329.28,17497.29,0.04545776463837174,0.09894416445506346,0.7773912508994645,0,0,1,0
39.5,6224.39,35.27,5561.5,0.08030456869076204,0.031449325616528925,0.0,0,0,0,0
43.1,2444.48,63269.69,4406.58,0.20397395782406047,0.024918451726204088,0.9588004455197395,1,0,1,1
47.7,3760.23,29706.79,7149.93,0.13279030722263627,0.04043162396932278,0.9309130717229555,0,0,1,1
39.5,12677.18,30783.83,36071.82,0.039461093797045516,0.20397993576567838,0.0,0,0,0,0
41.9,6611.87,105205.21,15248.05,0.07560553136802746,0.08622509924788525,0.8704724480377103,0,0,1,0
38.7,6548.47,79370.92,29001.78,0.07633640163025827,0.16400007600088756,0.0,0,1,0,1
42.8,8482.49,13396.91,12350.39,0.0589520859017791,0.06983933050456219,0.8308245824312195,0,0,1,1
40.9,2102.49,8875.87,2410.59,0.23699520471102822,0.01363147169611588,0.96604893722771,0,0,1,0
44.6,861.44,1408.77,5297.01,0.5745088589002111,0.02995368017333631,0.9923530415412185,1,0,1,1
41.6,609.8199999999999,3683.42,1734.31,0.8077345035655513,0.00980722465342125,0.9976861374901046,1,0,1,1
43.1,4781.87,27125.87,9911.79,0.10447904471531991,0.0560494670777048,0.9092593711219701,0,0,0,0
37.2,9569.14,14702.48,6042.05,0.05226460830512969,0.03416675318553423,0.0,0,0,0,0
48.1,4595.8,8660.6,14527.26,0.10869990012592817,0.08214915581335538,0.9132031322030019,0,0,0,1
41.1,2559.13,68669.86,4780.95,0.19487141561540286,0.02703544966400143,0.9563704341909907,0,0,1,1
48.2,23924.86,55802.14,100143.68,0.020917189404909824,0.566295280186546,0.5035229335630876,0,1,0,0
40.6,1973.22,15082.16,2916.39,0.252442996742671,0.016491683670734295,0.9687888200403342,0,0,1,1
39.3,630.8,75012.06,1000.82,0.781289013732834,0.005659464903988938,0.0,1,0,0,0
40.5,1278.8,20191.26,1339.8,0.3884621353196772,0.007576338480810115,0.9835070796732149,1,0,1,1
40.3,1397.9099999999999,11102.38,2589.41,0.3555980140776044,0.014642668029254007,0.9809825384663481,1,0,1,1
40.4,2210.2799999999997,31193.53,3523.55,0.22548957789107682,0.019925069005865412,0.9637643238729273,1,0,1,1
39.0,26387.14,48384.93,31823.9,0.0189660698090778,0.17995867904123974,0.0,0,1,0,0
44.3,12357.99,45288.14,23053.41,0.040479495859876986,0.13036306709724788,0.7486832051563294,1,0,1,0
39.3,4210.2,23713.66,7879.01,0.11863181839723236,0.04455444592751732,0.0,0,0,0,0
37.9,11377.41,11572.22,25139.03,0.04396522123994833,0.14215688935605306,0.0,1,0,0,0
38.9,1167.1599999999999,29065.45,2106.17,0.4253032722824425,0.01191002897307646,0.0,0,0,0,0
40.9,10456.36,25076.63,24128.8,0.047834204059481994,0.13644421252110098,0.7889883289512588,0,1,1,0
43.6,13314.9,26616.07,19558.23,0.0375725146154943,0.11059842556018422,0.7284014594904501,0,0,1,0
32.5,2331.7200000000003,44103.29,2360.65,0.21379584237227334,0.013349069588538886,0.0,0,0,0,1
41.1,1162.73,413.93,3783.51,0.4269098598995506,0.021395098078466845,0.985967187958674,0,0,1,1
38.8,16786.84,14977.42,19968.62,0.029806201642689933,0.11291911040056311,0.0,0,0,0,0
46.8,1875.58,76919.45,1842.45,0.2655151200161224,0.01041873774740155,0.9708583037397589,0,0,1,1
38.2,10826.34,3923.99,26351.88,0.04620102359283669,0.14901534742923606,0.0,0,0,0,0
36.4,878.98,52770.21,1354.4,0.5631735247137168,0.007658898968808195,0.0,0,0,0,0
40.1,1965.89,2517.94,1365.78,0.25337948974892327,0.007723250910823137,0.9689441796830706,1,0,1,1
45.0,3998.61,49256.4,8352.25,0.12489366638311035,0.047230536704244125,0.925860598102832,0,0,1,1
47.7,2934.08,21025.38,6129.03,0.1700531235564251,0.034658610120196755,0.9484233539667047,0,0,1,0
43.5,1360.05,15559.74,475.35,0.36542461953943284,0.002688022463690915,0.9817849826783537,0,0,1,0
45.3,2238.83,8706.21,4359.34,0.22262687708719645,0.024651317654078794,0.9631592054827329,1,0,1,1
43.4,511.88,47677.49,687.39,0.9593201502261056,0.0038870721811644013,0.9997619797015103,1,0,1,0
44.4,1778.21,24615.45,3054.08,0.2799727101403079,0.017270296930491532,0.9729220647784006,1,0,1,1
35.5,723.26,4744.83,792.39,0.6827728227368192,0.004480829115397169,0.0,0,0,0,0
43.9,4088.58,20543.02,7723.66,0.12215206242161919,0.04367596840625008,0.9239536803597223,0,0,1,1
41.0,4762.81,1166.04,7742.07,0.10489627703595994,0.043780073788718885,0.9096633485831646,0,1,1,1
47.2,2007.46,74034.45,8634.25,0.24815857563470897,0.04882519818475499,0.9680631018728998,0,0,1,1
45.3,6121.56,2884.49,8859.38,0.08165132527448153,0.05009826960002949,0.8808645880691001,0,0,1,0
40.1,6188.12,253707.17,19642.15,0.08077449291075359,0.11107297872133483,0.8794538462109097,0,0,1,0
40.7,1594.83,6154.88,1209.55,0.3119645071440589,0.006839797140964229,0.9768088112020026,1,0,1,0
40.7,2268.55,30191.72,3111.65,0.21972306949595136,0.01759584537528944,0.9625292888958126,0,0,1,0
41.6,993.48,10292.77,2058.65,0.49891378004544185,0.011641311549126544,0.9895544484679696,0,0,1,0
40.4,5889.42,2353.12,12717.39,0.08486427479311524,0.07191465236040434,0.8857848046400182,0,0,1,1
42.2,2629.45,41733.62,9496.81,0.189679668112675,0.053702826577057994,0.9548799989826381,1,0,1,1
43.5,7708.49,31636.49,8255.58,0.06486372334485113,0.04668388448679382,0.8472295433422671,0,0,1,0
43.2,1159.3600000000001,17323.22,2177.88,0.42814017924334674,0.012315536685017715,0.9860386152432608,0,0,1,0
37.8,4890.11,44149.31,7867.3,0.10217117574911584,0.044488227892280505,0.0,0,0,0,0
46.2,4806.92,20284.57,27583.74,0.10393570995573935,0.15598130378165487,0.9087284353715543,0,0,1,0
39.7,2989.82,5827.74,4659.97,0.16689334693414937,0.026351328579206384,0.0,0,0,0,0
39.3,2713.74,30835.6,4675.54,0.1838097615778305,0.026439374250311183,0.0,0,1,0,0
40.9,2266.27,8699.28,3171.57,0.21994315261370576,0.017934682665758275,0.9625776135868684,0,0,1,1
41.0,9733.45,9863.28,7074.62,0.051383236943793,0.04000575887677926,0.8043104352719377,0,0,0,1
43.0,983.6800000000001,36596.09,1065.9,0.503834232348442,0.006027481106654353,0.9897621598593498,1,0,1,0
44.1,3081.89,15332.67,4065.77,0.16192361306514785,0.022991229814243425,0.9452905151136531,0,0,1,1
