age,income,insurance,invested,em1,em2,em3,converted
47.7,2305.75,91819.73,4712.63,0,0,1,0
41.1,6305.65,75545.59,5187.26,0,1,1,1
44.4,4351.63,54587.35,15254.63,1,0,1,1
45.1,6096.33,539.96,20774.22,0,0,1,0
41.7,3960.14,123476.85,7422.2,0,0,1,0
41.8,9426.42,55588.07,8422.85,0,0,1,0
41.5,1906.8,26089.86,2444.94,0,0,1,0
40.5,5987.78,94540.42,14255.42,1,0,1,1
41.9,505.88,39927.54,222.61,1,0,1,0
37.3,2205.37,101212.93,5162.7,0,0,0,0
41.8,729.46,36148.3,2718.01,1,0,1,1
39.6,1183.81,10908.1,3842.58,0,0,0,0
51.7,1014.53,35457.45,2529.26,0,0,1,0
38.6,8849.48,31193.69,22627.67,0,1,0,1
41.0,5609.96,16637.03,8832.79,0,0,1,1
38.7,4607.32,38877.59,11434.36,0,0,0,0
40.2,2675.43,59045.49,3205.45,0,0,1,0
44.9,4749.5,2561.24,5215.51,1,0,1,0
42.9,2399.42,2693.72,7580.59,0,0,1,1
43.8,4269.58,483.69,6214.48,0,1,1,1
43.0,636.14,14031.55,1249.69,1,0,1,0
44.7,2254.21,13427.46,4424.98,0,0,1,1
43.8,6654.75,4741.9,15838.13,0,0,1,0
42.9,8145.37,11245.7,32954.81,0,0,1,0
41.0,4250.5599999999995,13640.25,15868.51,0,0,1,0
47.3,3569.0,49501.85,4968.53,0,0,1,0
40.4,2328.19,37521.77,1570.29,0,0,1,0
41.6,7959.33,1482.99,27706.61,0,0,1,0
44.6,1619.6,16826.71,1885.01,1,0,1,0
48.0,12259.59,121167.34,25784.92,0,0,1,0
37.6,7282.95,111766.55,25358.87,0,0,0,0
33.9,3395.86,36708.09,5467.57,0,0,0,0
44.3,11050.97,605.02,22255.9,0,0,0,0
42.2,2517.8,12975.7,4207.84,0,0,1,0
39.6,1385.4299999999998,6752.09,2195.57,0,0,0,0
50.2,13697.76,580.93,10751.93,0,0,1,0
39.7,778.6700000000001,22376.39,3338.45,1,0,0,0
41.6,3313.57,36265.18,9282.0,0,0,1,0
48.7,6241.57,96542.0,25907.44,0,0,0,0
41.4,4116.969999999999,1482.8,5426.22,0,0,1,0
38.9,2192.8,8544.35,11285.38,0,0,0,0
41.9,5375.65,1191.28,17901.18,0,0,0,0
42.9,8830.26,43722.51,14550.74,0,0,1,0
44.0,3314.83,4280.22,3596.32,0,0,1,0
50.6,4214.9,11116.37,10268.29,0,0,1,1
39.4,3941.34,62150.58,4683.76,1,0,0,0
46.0,5437.54,836.84,8395.83,0,0,1,0
50.2,580.1,79974.45,1270.27,1,0,1,0
41.7,4160.95,46625.78,5480.45,0,0,1,0
50.0,15572.62,130464.08,46722.25,0,0,1,1
42.1,3557.0,78557.7,6691.61,0,0,1,0
49.1,974.53,1683.17,2599.65,1,0,1,1
37.6,4664.46,8689.0,6719.99,0,0,0,1
43.3,1378.3899999999999,1692.12,4972.61,0,0,1,1
42.7,4163.84,4882.69,2583.41,0,0,1,0
47.5,2950.87,1140.24,7790.81,0,0,1,0
42.4,5060.42,43987.75,11800.44,0,0,1,0
38.0,6422.12,32762.45,10084.13,0,0,0,0
40.4,5535.63,15826.85,10125.18,0,0,1,0
44.0,1317.5,9238.38,2639.89,0,0,1,0
44.9,3896.26,26218.61,2659.51,0,0,1,0
43.1,4031.14,95869.68,5023.33,0,0,1,0
38.4,2129.5299999999997,22856.85,5092.59,0,0,0,1
38.5,3766.58,11190.56,6317.76,0,0,0,0
34.0,3157.71,92.62,1760.04,0,0,0,0
37.4,6091.28,9995.66,10222.36,0,0,0,1
45.0,2981.17,82047.27,5512.86,0,0,1,0
38.2,500.94,24686.79,606.24,1,0,0,0
42.6,7431.26,4351.32,20845.64,0,0,0,0
47.9,9875.91,5917.39,29316.71,0,0,0,0
38.4,2109.21,51669.36,5142.01,1,0,0,0
38.7,1487.37,13092.07,544.24,0,0,0,0
47.8,1698.11,6046.9,4680.49,0,0,1,0
42.2,2638.01,21558.15,8253.44,0,0,1,0
44.3,20937.6,50479.87,59463.43,0,0,0,0
36.6,2158.84,2190.99,3415.83,0,0,0,0
45.9,1650.93,15448.06,2509.8,1,0,1,0
39.2,3013.85,5085.12,7710.58,0,0,0,0
45.1,3567.62,26340.52,12172.8,0,0,1,0
45.8,10859.29,6925.32,27465.77,0,0,1,1
35.6,3786.74,60699.67,6190.32,0,0,0,1
47.1,6069.86,15229.57,10223.03,0,0,1,0
42.6,7811.07,55831.25,29379.37,0,0,1,0
44.8,2943.58,93361.18,5903.14,1,0,1,0
44.4,1813.7,4811.86,3612.22,0,0,1,1
39.2,6629.35,9331.13,16853.65,0,0,0,0
46.0,1189.79,68579.87,2063.49,0,0,1,0
40.0,1539.14,3455.14,2998.01,0,0,0,0
40.4,2543.29,33144.65,7177.03,0,0,1,0
42.6,2549.6,55080.92,3394.93,1,0,1,0
42.8,10250.51,1492.46,35678.78,0,0,1,1
31.2,1546.68,9668.17,2390.78,1,0,0,0
44.6,2132.63,153.34,2387.91,0,0,0,0
42.4,14264.9,11220.16,26416.36,0,0,1,0
44.1,3934.33,57732.35,4467.63,0,0,1,0
38.2,6034.47,11445.58,6051.66,0,0,0,0
40.9,6453.11,6168.68,14795.31,0,1,1,0
42.8,1362.28,12557.71,2401.02,0,0,1,0
40.7,8408.02,7531.63,13537.15,0,0,1,0
44.4,12603.88,105585.73,33666.2,0,0,1,0
39.1,2064.2799999999997,16383.17,2224.2,0,0,0,0
43.4,14316.98,14385.92,15531.5,0,0,1,1
44.4,1604.63,16819.93,5870.98,0,0,1,0
43.3,8174.71,14530.98,19105.48,0,0,1,0
44.5,2400.21,14717.68,10317.69,0,0,1,1
36.1,529.54,3063.38,425.02,1,0,0,1
51.4,4651.91,36148.27,5478.32,0,0,1,0
38.7,6000.56,87888.81,3989.32,0,0,0,0
44.0,13793.77,25373.04,66738.89,0,0,0,1
36.8,1610.4,240.9,2458.5,0,0,0,0
44.3,4250.76,10188.69,11452.43,0,0,1,0
45.3,782.48,4236.36,1537.99,1,0,1,1
48.8,3723.04,30900.41,10200.51,0,1,1,1
41.7,2459.66,50070.28,3514.45,0,0,1,0
37.8,6059.92,10536.59,15455.41,0,0,0,0
38.0,1748.01,39470.96,1500.72,1,0,0,0
34.0,1627.58,964.66,2197.39,0,0,0,0
44.4,2442.45,4907.99,2013.42,0,0,1,0
44.8,613.84,64523.14,1473.55,1,0,1,1
32.5,5331.52,60.66,3748.34,0,0,0,0
46.4,5873.57,2280.52,13255.09,1,0,1,0
42.3,7673.58,35931.01,14481.14,0,0,1,1
46.4,9985.87,11549.72,13534.57,0,0,0,0
33.8,2229.4700000000003,62810.78,2066.59,0,0,0,0
37.2,12132.57,41380.92,31511.88,0,0,0,1
38.5,6695.48,3567.11,4111.41,0,0,0,0
35.1,3749.72,24428.54,7145.52,0,0,0,0
39.0,1599.91,12776.05,2636.65,1,0,0,0
39.3,1376.79,16194.82,2989.43,1,0,0,1
44.2,940.49,45972.52,981.19,0,0,1,0
45.7,4624.72,15298.69,4218.61,0,0,1,0
46.3,11936.7,3366.27,36104.3,0,1,1,1
39.4,6222.15,52417.52,13570.7,0,0,0,0
49.3,1424.23,7334.36,1043.77,0,0,1,0
39.6,7174.68,22873.98,19522.33,0,0,0,0
39.6,7620.47,10959.27,15798.5,0,0,0,0
39.7,1462.44,21103.92,1228.76,0,0,0,0
34.1,842.73,45386.09,1031.91,0,0,0,0
37.8,830.63,57067.69,1160.69,1,0,0,0
38.2,803.28,46391.01,1896.74,0,0,0,1
43.5,3874.82,5705.8,12921.35,0,0,1,0
34.5,2672.05,229.91,944.71,0,0,0,0
39.7,1613.12,54012.15,6379.94,0,0,0,0
43.7,803.97,5238.44,1135.9,1,0,1,0
46.8,3004.62,98103.23,11055.19,0,0,1,0
38.5,7171.34,18701.36,10337.65,0,0,0,0
41.3,2878.71,139177.4,6650.2,0,0,1,0
47.0,757.9200000000001,13807.71,1437.95,0,0,1,1
44.6,6009.31,35302.06,10035.57,0,0,1,0
41.8,2169.6099999999997,1700.97,5082.86,1,0,1,0
41.8,1439.24,11404.95,4758.04,0,0,1,0
38.2,8001.63,14034.66,16965.7,0,0,0,0
41.2,1427.79,33905.26,3976.32,0,0,1,0
40.7,6214.02,4334.61,18669.18,0,0,0,0
51.6,6471.59,2613.97,9138.47,0,0,1,1
43.5,8366.24,40623.03,20431.86,0,0,0,0
37.9,3724.61,6538.58,6861.84,0,0,0,0
37.6,709.3199999999999,4781.21,1258.43,1,0,0,0
42.5,4624.12,2929.2,16606.59,0,0,1,0
43.3,1815.89,2580.02,6819.32,0,0,1,1
35.0,6131.66,28659.68,24544.09,0,1,0,0
34.4,2995.57,13.7,10670.51,0,0,0,0
44.5,1049.99,3343.17,4830.15,0,0,1,0
43.1,8712.18,75373.56,10268.71,0,0,1,1
42.2,4440.67,744.92,5150.84,0,0,1,1
41.5,4107.12,31003.93,9801.19,1,0,1,1
43.1,4228.5,4614.67,7010.75,0,0,1,0
41.0,3392.45,10866.2,13201.97,0,0,1,0
38.1,616.94,97857.18,1021.04,1,0,0,0
34.9,907.1,17378.35,1794.34,1,0,0,0
41.1,1614.75,22306.5,4651.33,0,0,1,0
39.7,2546.56,29355.53,6003.05,0,0,0,0
43.2,5857.84,171.42,5937.13,1,0,1,1
42.0,5251.39,4976.88,10579.1,0,0,1,0
40.0,4410.12,106614.75,13144.8,0,0,0,0
41.8,2761.33,2696.74,7252.61,0,0,1,1
36.6,834.35,32229.38,797.11,1,0,0,0
37.8,2173.5,52591.49,7232.46,0,0,0,0
48.6,704.34,6878.24,642.69,1,0,1,0
40.5,6819.66,16373.38,13255.75,0,0,1,0
46.1,21495.7,11532.0,40126.29,0,0,1,0
40.5,1704.61,51279.78,4462.72,1,0,0,0
39.8,3105.6,20290.52,2287.49,0,0,0,0
44.7,10319.76,21905.17,15888.95,0,0,0,0
42.6,610.42,8982.87,436.11,1,0,1,0
47.2,7008.28,7054.4,16541.83,0,0,1,0
34.6,2518.59,32561.63,2348.11,1,0,0,0
46.2,2340.37,10743.6,5794.27,1,0,1,1
45.4,3651.33,33647.74,1603.31,0,0,1,0
42.7,3377.66,15039.43,4746.72,0,0,1,1
41.3,6062.79,7759.93,6635.07,0,0,1,0
36.5,947.28,38886.76,1207.75,1,0,0,0
41.3,4130.76,12755.34,3658.77,0,0,1,0
44.6,3863.98,118351.81,10662.17,0,0,1,1
47.5,1352.75,4118.07,2355.66,0,0,1,1
43.3,7482.76,36814.38,17771.98,0,0,1,0
41.2,740.7,5674.99,1956.69,1,0,1,0
44.1,2624.74,38939.2,7105.5,0,0,1,0
40.6,2242.81,117002.66,2109.61,0,0,1,0
50.6,3753.95,3712.35,16372.0,0,0,1,0
38.6,3834.11,10459.82,6051.51,0,1,0,0
37.7,18029.1,16327.13,22430.39,0,0,0,0
42.7,3849.74,19342.82,4833.73,0,0,1,0
42.0,1287.85,3978.49,4311.57,0,0,1,0
41.8,3128.61,76243.32,3438.07,0,0,1,0
43.6,4443.27,44842.51,10011.05,0,0,1,0
41.4,733.37,25020.95,2325.81,1,0,1,0
46.4,1266.76,133.55,2248.82,0,0,1,0
37.0,8942.27,24445.84,19650.35,0,0,0,0
47.1,3698.33,2350.58,4192.83,0,0,1,0
40.5,7346.17,4383.15,20857.57,0,0,1,0
35.1,13661.3,28098.29,15230.31,0,0,0,0
42.4,2200.6,18029.04,4531.67,0,0,1,0
38.6,2333.66,57875.16,6131.88,0,0,0,0
44.6,1052.8200000000002,43941.18,2220.1,1,0,1,0
38.1,897.5,21378.91,1288.62,1,0,0,0
45.9,1223.29,2566.05,867.16,0,0,1,0
45.3,1631.38,7726.64,2440.32,0,0,1,0
41.1,2235.83,39807.16,6204.28,0,0,1,1
50.1,1684.32,7828.92,3235.04,1,0,1,0
50.0,1121.8600000000001,129178.02,2061.95,0,1,1,1
38.5,611.52,20123.62,1287.01,1,0,0,0
48.0,2760.35,42017.19,3681.11,0,0,0,0
48.4,6766.61,163.37,19688.78,0,0,1,0
39.3,4210.84,124425.23,5063.25,1,0,0,0
41.5,5083.05,55178.39,12351.22,0,0,0,0
40.4,1568.56,5597.92,5386.18,0,0,1,0
49.5,818.5699999999999,34305.85,2711.06,0,0,1,0
43.9,1816.31,2789.65,2680.75,0,0,1,0
41.9,5050.72,450.85,7721.91,0,0,1,0
39.7,20418.34,22474.94,72050.58,0,0,0,0
35.1,1973.36,8250.04,5011.16,1,0,0,0
42.3,2968.29,24207.45,9966.44,0,0,1,0
45.7,2503.31,41302.94,3813.56,1,0,1,1
44.8,4086.6,1333.53,13339.91,0,0,1,0
42.0,1425.53,22984.97,2790.26,1,0,1,0
41.0,4824.14,23780.8,6308.52,0,0,1,0
43.1,1595.03,42.43,5556.76,1,0,1,1
44.8,3850.83,17523.75,5692.4,1,0,1,1
43.4,3516.47,6974.67,2704.54,0,0,1,1
41.1,2919.43,27720.17,5770.4,1,0,1,0
46.8,1659.11,25927.4,3211.66,0,0,1,0
42.8,6884.45,6581.84,11321.64,0,1,1,0
38.4,2757.54,31935.13,3737.13,0,0,0,0
37.9,1471.23,30977.91,3450.76,1,0,0,0
41.5,2297.81,65243.93,8081.91,0,0,1,0
39.4,5739.02,22198.69,3755.34,0,0,0,0
40.2,2066.0699999999997,8990.99,3204.38,0,0,1,0
41.9,769.69,762.39,995.74,1,0,1,1
41.5,1646.23,226.58,1060.56,0,0,1,0
42.4,1893.47,5693.35,2143.93,0,0,1,1
35.6,2015.05,46722.74,4951.1,0,0,0,0
39.4,1784.33,50456.55,2303.53,0,0,0,0
37.6,1087.3600000000001,18102.02,3014.51,1,0,0,0
39.4,5244.36,7667.22,2959.97,0,0,0,0
35.2,7104.79,14904.57,11949.75,0,0,0,0
37.0,2521.15,10530.85,1691.44,0,0,0,0
42.3,2144.3900000000003,22033.87,4111.99,0,0,1,1
43.0,1740.87,11289.67,3140.13,0,1,1,0
41.9,3490.79,78097.68,10673.35,0,0,1,1
48.3,4592.51,3371.56,11714.76,0,0,1,1
36.9,1067.33,25995.2,2315.09,0,0,0,0
44.7,1563.38,2616.43,3692.83,1,0,1,0
40.3,2927.07,72944.07,4159.0,0,0,0,0
45.4,1409.56,22366.19,3269.01,1,0,1,0
35.3,845.5799999999999,15782.61,1291.76,1,0,0,0
42.4,2540.84,6618.28,5316.17,0,0,1,0
40.9,520.76,33242.17,823.52,1,0,1,0
39.6,915.72,3051.52,2288.08,1,0,0,0
39.6,5326.53,26514.17,10114.92,0,0,0,0
37.7,2572.56,5958.44,3520.49,0,0,0,0
34.6,1240.65,32568.98,1268.22,1,0,0,0
40.8,2311.4,35449.33,3011.55,0,0,1,0
48.4,678.25,5307.49,1391.7,1,0,1,0
42.5,3811.58,37198.88,9997.7,0,0,1,1
37.9,1263.4099999999999,9093.35,1525.0,0,0,0,0
39.6,3154.62,61833.81,14446.37,0,0,0,0
46.7,670.94,15437.93,1972.68,1,0,1,1
49.5,5907.22,5209.82,14915.3,0,0,1,0
41.1,1549.73,40045.15,906.58,0,0,1,0
44.0,4815.04,22977.27,17737.07,0,0,1,0
34.7,1292.83,4542.46,2969.63,1,0,0,0
51.2,5760.32,11711.57,23209.78,0,0,1,0
41.3,10182.21,19383.37,12419.38,0,0,1,0
42.7,5036.28,1763.35,26891.93,0,0,0,0
44.7,6784.99,49.19,24402.07,0,1,1,1
37.3,1405.87,1687.75,2970.53,1,0,0,0
44.1,2527.8199999999997,14.32,7932.26,0,0,1,0
44.8,1717.66,66737.44,4669.91,0,0,1,0
40.3,598.59,508.61,1219.54,1,0,1,0
40.1,2288.71,81117.85,4916.45,0,0,1,1
39.3,828.85,72289.63,1509.86,1,0,0,0
36.8,3557.22,63542.27,4958.69,1,0,0,0
39.3,1762.16,13781.31,3793.43,0,0,0,0
41.9,2127.25,6799.4,2772.47,0,0,1,0
36.4,4286.77,37159.91,5585.42,0,0,0,0
44.9,21922.33,20585.82,38879.16,0,0,0,0
41.1,2478.27,155142.09,2663.26,0,0,1,0
44.4,16537.86,132958.65,45648.51,0,1,1,0
46.3,8513.51,7608.33,10242.36,0,0,1,0
40.4,1727.43,21916.7,3348.13,0,0,1,0
38.0,703.8,15220.49,1724.08,1,0,0,1
33.8,4326.93,2765.25,4534.78,1,0,0,0
39.4,1360.4,19306.14,1184.05,1,0,0,1
41.2,1116.3899999999999,15683.35,3156.43,0,0,1,0
40.1,3425.91,17550.9,9115.3,0,0,1,0
53.3,12534.51,182.61,29190.04,1,0,1,0
41.4,3667.09,13074.67,6775.23,0,0,1,0
45.5,12184.95,173498.06,33984.39,0,1,1,0
40.7,4631.54,57783.67,10513.65,0,0,0,0
41.9,1647.05,101.19,4091.45,1,0,1,0
41.6,3155.59,173.32,8203.08,0,0,1,0
38.1,3789.26,71395.16,6469.34,0,0,0,0
43.5,1802.03,38.5,5210.14,0,0,1,1
45.1,868.22,214525.91,1025.95,1,0,1,0
44.9,1127.47,92558.16,4457.91,0,0,1,0
33.9,2724.11,39692.36,5593.86,0,0,0,0
40.3,879.98,13369.56,1585.91,0,0,1,0
32.2,4476.469999999999,9832.72,7967.96,0,0,0,0
44.8,2335.1800000000003,1006.53,3722.97,0,0,1,0
38.5,2358.6,18234.94,3749.2,0,0,0,0
47.3,893.56,10040.24,1073.06,0,0,1,1
41.4,12049.24,40778.98,20392.69,0,0,1,0
42.3,19424.78,40981.26,61186.84,0,0,1,1
41.1,7343.9,36968.19,22459.88,0,0,1,0
41.7,7725.32,48517.48,9525.1,0,0,1,0
47.0,6282.49,5176.15,22219.92,0,0,1,0
35.3,4458.68,15626.03,7552.69,0,0,0,0
37.8,4284.51,5687.25,9121.22,0,0,0,0
39.2,12537.24,208290.45,17771.08,0,0,0,1
38.8,660.41,4174.73,866.87,1,0,0,1
45.2,6850.94,529.95,12656.79,0,0,1,0
40.9,2689.94,17304.86,5883.42,0,0,1,0
42.6,3061.18,34298.09,9107.4,0,0,0,0
35.6,2325.42,9166.82,1985.95,0,0,0,0
36.8,1939.68,226994.35,3583.76,0,0,0,0
45.2,4723.55,5730.45,11230.88,0,0,1,0
47.3,5299.11,9623.34,9121.92,0,0,1,0
48.4,4274.9,45766.63,6242.65,1,0,1,0
41.7,2226.75,28046.98,7045.51,0,0,1,0
39.6,2849.21,1255.06,9972.67,0,0,0,0
41.1,10662.28,39063.91,44729.39,0,0,1,0
37.7,4004.65,22566.58,6747.22,0,0,0,0
40.9,2952.5,32223.12,4900.27,0,0,1,0
48.8,690.97,430.41,1878.42,1,0,1,1
42.6,10191.12,2030.53,33772.79,0,0,1,0
43.7,1033.51,17186.78,1515.19,0,0,1,0
36.9,2170.5,6989.88,2158.73,0,0,0,0
36.5,674.05,130601.35,1413.89,1,0,0,1
38.2,3113.85,2307.25,896.87,0,0,0,0
41.9,6240.0,2033.82,27213.46,0,0,1,0
37.6,2579.96,36353.29,8797.26,1,0,0,0
37.6,7188.36,58928.46,9424.47,0,0,0,0
37.6,1840.17,129663.29,979.22,0,0,0,0
44.3,14864.64,15761.82,16953.87,0,0,1,1
41.5,1212.83,5205.18,2541.36,0,0,1,1
42.7,2183.99,4542.58,2987.37,0,0,1,0
41.0,12563.73,42061.21,11214.58,0,0,1,0
38.8,3769.15,161288.46,6025.35,0,0,0,0
44.5,4179.32,140623.96,12098.65,0,0,1,0
36.2,4542.5599999999995,9751.7,5129.66,0,0,0,0
46.0,7255.56,19496.46,31509.93,0,1,0,0
39.9,11045.5,12405.47,18838.92,0,0,0,0
41.6,6865.35,8550.27,9146.99,0,0,1,1
40.3,2067.59,31949.78,3718.17,0,0,1,0
41.7,653.54,10185.57,625.23,1,0,1,1
45.1,2893.72,12539.89,5720.56,0,0,1,0
43.1,11787.78,1936.83,16621.4,0,0,1,0
45.7,3315.28,22336.76,8212.51,0,0,1,1
46.7,1306.74,2228.16,2398.87,1,0,0,0
45.4,3751.92,32018.98,8378.91,0,0,1,0
38.5,1964.71,54671.7,3432.61,0,1,0,0
43.4,2757.29,7550.64,7907.73,1,0,1,1
40.3,5512.74,2626.03,16058.29,0,0,1,0
40.3,584.33,5334.94,1527.26,0,0,1,0
35.5,6577.31,3041.4,18033.81,0,0,0,0
47.4,2267.49,6.85,10907.57,0,0,1,0
41.7,1086.0,4298.11,1791.97,0,0,1,0
48.1,9911.85,18115.53,12807.68,0,0,0,0
36.6,1519.31,10147.33,1700.63,0,0,0,0
44.7,982.6,9990.55,3008.1,0,0,1,0
42.4,10001.54,37929.06,7487.87,0,0,1,0
36.9,1680.9,332.21,2632.53,0,0,0,0
38.7,15699.9,2642.34,30583.46,0,0,0,0
44.3,3405.11,9942.09,6986.92,0,0,1,1
42.6,5491.26,5403.65,12084.32,0,0,1,0
42.3,5254.54,727.29,7974.23,0,0,1,0
39.4,4972.41,883.32,14883.51,0,0,0,0
34.2,1943.69,466.35,3873.17,0,0,0,0
39.8,6243.34,8927.54,5983.33,0,0,0,0
39.7,4449.219999999999,261.11,4509.55,1,0,0,0
47.7,8611.16,23286.73,24387.21,1,0,1,1
39.8,6785.94,75618.56,6628.61,0,0,0,0
35.5,524.56,22813.28,991.41,1,0,0,0
39.8,6043.19,58197.86,9810.19,0,0,0,0
45.5,5415.28,4451.77,13091.96,0,0,1,0
38.7,4185.37,123627.37,4882.14,0,0,0,0
42.9,741.77,162544.0,1761.07,0,0,1,0
42.3,6788.49,7977.79,12515.17,1,0,1,0
40.0,9118.44,59433.53,40814.84,0,0,0,0
43.0,3366.62,15067.42,10660.39,0,0,1,0
41.1,3417.68,49278.5,8599.68,0,0,1,1
39.3,5817.91,2536.89,6072.57,0,0,0,0
47.9,2394.38,30190.89,2058.41,0,0,1,0
41.9,2031.01,61898.77,5029.21,1,0,1,1
43.7,4112.21,65940.54,4394.44,0,0,1,0
39.1,7825.3,6459.63,13768.29,0,0,0,0
44.5,8339.74,69370.23,15298.59,0,0,1,0
40.2,6162.54,15751.73,12721.01,0,0,1,0
39.0,1320.26,3404.96,2279.2,0,0,0,0
36.4,8705.48,1489.44,10750.98,0,1,0,0
48.0,1212.17,4315.68,1756.78,1,0,1,0
41.3,2072.7200000000003,16213.61,5530.82,0,0,1,1
40.2,11260.22,217260.54,32542.88,0,1,1,0
40.8,8969.46,54352.41,17337.52,0,1,1,1
40.7,934.45,7638.16,1203.99,1,0,1,1
38.1,3351.09,4370.52,8125.33,1,0,0,0
52.1,2800.08,15856.26,11811.22,0,0,1,0
33.6,2723.75,844.13,7154.18,0,0,0,0
40.1,3669.61,4130.16,4514.11,0,0,1,0
45.5,1497.48,5533.89,3821.91,0,0,1,0
43.9,2611.73,62420.51,5305.38,0,0,1,0
43.2,17094.65,135782.75,22346.51,0,0,0,0
41.8,8425.59,8602.84,15083.32,0,0,1,0
40.3,3985.59,8194.95,9015.43,0,0,1,0
43.7,4544.29,9590.56,4410.96,0,0,1,0
38.5,7382.14,34482.07,22380.13,0,1,0,0
46.6,1802.46,44107.87,6770.48,0,0,1,0
42.7,3857.52,63962.7,3971.74,1,0,1,0
39.0,3288.07,28108.66,11509.74,0,0,0,0
45.7,6763.8,4389.34,19821.39,0,0,1,1
41.1,10315.53,7082.36,13931.5,0,0,1,0
39.8,3165.44,3647.15,4070.73,0,0,0,0
36.9,2772.34,14885.61,5555.58,0,0,0,0
39.4,7517.08,41101.78,10964.01,0,1,0,0
37.0,766.76,11626.87,3156.36,0,0,0,0
39.4,670.15,36725.56,1685.25,1,0,0,0
43.8,3503.14,4161.99,8759.34,0,0,0,0
44.9,762.31,13130.54,1304.95,1,0,1,0
38.5,19286.93,909.88,28619.93,0,0,0,0
42.0,4175.76,39788.33,7432.42,0,0,1,0
33.8,3593.38,18434.41,1942.15,0,0,0,0
38.8,588.39,38245.5,625.58,1,0,0,0
44.9,7218.56,37156.06,11541.68,0,0,0,0
40.5,1461.2,17768.93,3522.26,0,0,1,1
46.8,2313.54,25253.13,10523.75,0,0,1,0
41.7,942.8399999999999,66781.38,1347.02,0,0,1,0
45.8,5152.8,127088.27,24118.77,0,0,1,1
38.6,1394.9299999999998,14058.29,1883.86,0,0,0,0
39.3,11190.32,966.16,12501.73,0,1,0,0
46.9,6513.52,52881.79,13459.32,1,0,1,0
39.8,3031.99,326.2,2238.25,1,0,0,0
43.7,9957.7,61063.68,18866.18,0,0,1,0
45.8,2467.24,29091.53,3271.74,0,0,1,0
38.8,5914.74,56475.2,5905.65,0,0,0,0
50.7,6147.02,36477.85,12151.55,0,0,1,0
43.2,15680.67,4308.51,21334.18,0,0,0,1
37.2,4540.6900000000005,32177.61,14232.51,0,0,0,0
44.3,6252.1,94.2,9265.56,0,0,1,0
46.8,2456.1,3142.32,8005.37,0,0,1,1
40.0,1809.05,673.82,5079.19,1,0,0,1
51.0,715.47,57.86,2460.32,0,0,1,1
43.9,7299.2,20968.8,3899.82,1,0,1,0
40.7,1694.46,13695.28,2225.27,1,0,1,1
41.7,2431.33,122532.99,5895.24,0,0,1,0
51.4,980.96,22468.94,2454.71,1,0,1,0
36.0,3768.25,13689.0,10001.94,0,0,0,0
34.7,1972.37,60629.21,1450.99,0,0,0,0
39.4,3036.78,3643.37,3732.5,0,0,0,0
42.7,1864.45,26643.6,4688.46,0,0,1,0
33.9,1729.61,33824.87,1921.68,0,0,0,0
50.5,673.99,12372.13,1007.32,1,0,1,0
44.4,6244.85,3636.81,7227.83,0,0,1,1
43.4,5752.71,3119.23,10320.06,0,0,0,0
41.3,2339.91,18824.39,3279.66,0,0,1,0
49.6,4200.04,1397.15,10435.0,0,1,1,0
45.9,5322.25,16.81,15626.32,0,1,0,0
43.2,5487.15,63028.26,12383.31,0,0,1,0
36.7,6802.01,23026.88,10072.4,0,0,0,0
46.1,2740.21,35602.24,5267.79,0,0,1,1
36.2,7287.24,1182.7,7101.68,0,0,0,0
40.1,5413.33,43.6,3673.44,0,0,0,0
41.3,5480.72,5216.19,14916.51,1,0,1,0
37.6,1424.05,39492.09,3264.42,0,0,0,0
35.3,1293.48,8083.1,6262.92,1,0,0,0
45.9,1412.9,44550.37,2008.48,0,0,1,0
39.8,2384.9700000000003,23369.24,2615.67,1,0,0,0
43.4,18436.45,2678.84,75397.88,0,0,1,0
48.4,2272.3,5538.27,3767.06,0,0,1,1
41.7,3363.96,78083.66,4494.26,0,0,1,0
40.3,1715.54,7025.63,1071.57,0,0,1,0
40.0,1372.38,864.55,985.34,0,0,0,0
40.5,5117.26,4631.56,24540.33,0,0,1,0
37.6,1950.64,2254.94,2776.03,0,0,0,0
39.3,1005.5799999999999,51496.06,1461.23,1,0,0,0
45.2,17744.38,40832.84,30580.98,0,0,0,0
40.7,5123.21,51986.66,12718.96,0,0,1,0
40.8,6528.01,767.66,5762.78,0,0,1,0
48.9,6830.6,144546.53,13563.48,0,0,0,0
43.5,2636.2,38220.15,1193.49,0,0,1,0
43.5,1832.58,21681.71,7542.2,0,0,1,0
43.2,7557.82,31763.62,20817.72,0,0,1,0
40.0,9768.14,64914.6,19325.74,0,0,0,0
45.7,5481.26,69365.27,13395.61,0,1,1,0
40.7,4830.04,27741.73,4300.76,1,0,1,1
44.0,3841.02,40088.35,7446.01,0,0,1,0
40.7,5952.83,82529.39,7802.41,0,0,1,0
39.7,8415.59,5190.76,56621.34,0,1,0,0
41.0,2962.81,1827.4,5016.04,1,0,1,0
42.5,5197.16,66394.37,9342.45,0,0,1,0
47.2,506.3,22748.76,1541.7,1,0,1,0
39.3,5706.78,28612.77,4415.27,0,1,0,0
47.9,3126.77,9685.84,5430.51,0,0,0,1
50.7,2658.08,13964.59,4716.18,0,0,1,0
40.7,2963.94,31905.84,7518.08,0,0,1,1
45.7,5016.31,2626.63,17073.8,0,0,1,0
37.0,975.37,11962.07,1049.17,0,0,0,0
